seqno,organizer,no,address,tax_id_number,twd97x,twd97y,wgs84ax,wgs84ay,date
305,大安工研食品工廠股份有限公司淡水廠,99694305,新北市淡水區埤島里行忠路168號,3028426,295879.3,2787990.5299999998,121.4552565688,25.1998438261,20230731
306,安立司食品有限公司,99694355,新北市樹林區樹中街六三號一樓,27778550,292531.51,2764210.1400000001,121.4213016577,24.98525235,20230731
307,品喀國際股份有限公司,99694374,新北市中和區中正路七三六號五樓之二、之三、之四,80149047,299012.97,2765631.48,121.4855533817,24.9978887207,20230731
308,韓寶國際企業有限公司,99694409,新北市泰山區新北大道6段401號2樓,27653741,292560.29,2769396.23,121.4217465796,25.032072226,20230731
309,中興豆沙行,99694421,新北市三重區中正北路一九三巷三五弄四七號,99296309,298217.52,2773750.4199999999,121.4779572474,25.0712121945,20230731
310,東穎食品實業有限公司,99694463,新北市中和區立德街九八巷八二號,27810539,299323.57,2766772.0899999999,121.4886710411,25.0081761703,20230731
311,郭泉發食品工廠第一廠,99694543,新北市板橋區雙十路二段一三０巷二弄八０號及八０號一樓之一,33259107,298003.54,2769086.6099999999,121.4756737431,25.029114152,20230731
312,鑫格食品有限公司,99694618,新北市中和區中山路二段三一五巷六號（一樓）,54311348,299880.94,2766029.52,121.4941661555,25.0014539261,20230731
313,大佳麥有限公司,99694614,新北市中和區中正路一二０六巷八號一樓,80051705,298480.78,2767085.98,121.4803323782,25.0110371436,20230731
314,程美珍金食品有限公司,99694620,新北市中和區中板路47巷23號及2樓,27857631,298666.87,2767074.0499999998,121.4821756438,25.0109235087,20230731
315,豐華食品股份有限公司,99694619,新北市五股區五工二路一０六巷五號二樓,27856865,296194.97,2773483.1200000001,121.4579002186,25.0688622727,20230731
316,誠展食品有限公司,99694776,新北市中和區建六路五三號一、二樓,27854851,299055.69,2766115.71,121.4859938119,25.002258981,20230731
317,三得冠股份有限公司深坑廠,99694797,新北市深坑區北深路三段二六六號二樓,13048225,310434.78,2766441.5,121.5987360889,25.0047892164,20230731
318,富一食品企業股份有限公司,99694844,新北市五股區五權三路二四號一樓,22379175,295775.75,2773029.7400000002,121.4537298658,25.064781874,20230731
319,弘燁實業股份有限公司,99694928,新北市三重區光復路2段90號,12821474,297615.42,2772244.9100000001,121.4719370828,25.0576395977,20230731
320,登峰食品有限公司,99694927,新北市淡水區中正東路一段三巷三七號、四三號、四五號八樓,70651342,295584.46,2784226.27,121.4522055642,25.1658694927,20230731
321,鼎耀食品股份有限公司新店廠,99694965,新北市新店區寶橋路二三五巷一四號一樓,22161107,305677.34,2763741.2799999998,121.5514964523,24.9805939642,20230731
322,貴族世家企業股份有限公司土城廠,99695011,新北市土城區沛陂里一六鄰中興路一七號（一、二、三樓）,89496779,292920.12,2762144.5,121.4250869579,24.9665924936,20230731
323,祥立食品有限公司樹林廠,99695045,新北市樹林區三龍街九七號一樓,84801413,292066.91,2767882.5099999998,121.4168114933,25.0184200199,20230731
324,萬通食品廠股份有限公司汐止廠,99695061,新北市汐止區福德一路三四二巷二弄一號五樓之一、七號五樓,84116096,313502.99,2772931.54,121.6294307729,25.063254471,20230731
325,萊爾富國際股份有限公司五股廠,99695077,新北市五股區五工六路15號1樓,23285582,295389.11,2772733.7999999998,121.44988774,25.0621217944,20230731
326,名記豆腐有限公司新莊廠,99695115,新北市新莊區復興路三段五０號一、二樓,27578700,296594.08,2770779.2200000002,121.4617647591,25.0444391703,20230731
327,台新食品有限公司,99695302,新北市土城區亞洲路五八巷三弄一二號,70603200,293877.97,2762919.73,121.4345979429,24.9735640092,20230731
328,一之軒食品有限公司新店廠,99695426,新北市新店區復興路一一一號六樓,22751743,303925.15,2764530,121.5341719211,24.9877777982,20230731
329,中生生技製藥股份有限公司淡水二廠,99695463,新北市淡水區埤島里行忠路70號,4883172,295394.37,2787877.9300000002,121.4504410542,25.1988420156,20230731
330,禾家宜有限公司,99695509,新北市土城區永豐路一九五巷七弄一號一、二樓,29131847,297636.52,2763522.7200000002,121.471845048,24.9788945415,20230731
331,范記天下素食有限公司,99695521,新北市中和區立德街五二巷一七號一樓,27868763,299284.94,2766777.3799999999,121.4882885239,25.0082252019,20230731
332,日意實業有限公司,99695544,新北市樹林區新興街三七巷九號二、三樓,23244957,290588.92,2762799.3900000001,121.4020180791,24.9725690996,20230731
333,禾品企業有限公司,99695595,新北市樹林區備內街四五號,28070842,291627.11,2764430.1899999999,121.4123498584,24.987264099,20230731
334,紅杉有限公司,99695606,新北市新店區寶高路7巷4號1樓,80616921,305719.25,2763464.4199999999,121.5519004156,24.9780928666,20230731
335,嘉軒食品廠有限公司,99695702,新北市土城區日新街三三巷七號一、三樓,28147194,294744.01,2764452.75,121.4432252237,24.987378998,20230731
336,素仚食品有限公司,99695723,新北市樹林區東豐街四九巷八弄二九號一樓,28091059,291784.34,2763089.54,121.4138667981,24.9751561659,20230731
337,強富食品股份有限公司,99695767,新北市三重區光復路二段四二巷三九號五樓,28145267,297353.78,2771908.71,121.469332298,25.0546126231,20230731
338,祈光訊息能科技有限公司,99695802,新北市土城區中央路3段76巷22號1樓,27369176,294012.13,2762326.9100000001,121.4359079395,24.968208044,20230731
339,珍典食品有限公司,99695805,新北市中和區中山路二段三八０巷三三號一樓,28323001,299533.92,2766406.3900000001,121.4907419246,25.0048676901,20230731
340,一德立食品有限公司,99695855,新北市中和區中山路二段六０六號一樓,28350962,298628.15,2766464.3799999999,121.4817704921,25.0054205763,20230731
341,第一分道山葵店有限公司,99695876,新北市中和區中板路18巷2弄16號,22596406,298898.38,2767195.7599999998,121.4844736276,25.0120148476,20230731
342,來來食品廠,99695939,新北市汐止區大安街五六巷三三弄七號一樓,9654613,318432.48,2774157.4700000002,121.6783493344,25.0741065938,20230731
343,沅德企業社,99695971,新北市深坑區萬福里北深路三段二七０巷一一號二樓,9729641,310437.78,2766524.46,121.5987693816,25.005538032,20230731
344,吉又祥食品有限公司,99696029,新北市中和區錦和路二五號二、三樓,28377821,299097.23,2766174.0499999998,121.4864074091,25.0027843379,20230731
345,風城製麵有限公司一廠,99696184,新北市新店區民權路一０八號地下一樓、一０八之一號地下一樓、一０八之三號地下一樓,89987162,304078.87,2763998.98,121.5356738512,24.9829782495,20230731
346,尚冠冷凍食品有限公司瑞芳廠,99696209,新北市瑞芳區大埔路有勝二村二一號一樓,86658270,327220.16,2777306.8300000001,121.7656299688,25.1021137564,20230731
347,媽媽家食品企業有限公司新莊廠,99696210,新北市新莊區五權二路二０號七樓之三,89457728,296130.38,2773227.6400000001,121.4572514529,25.0665577488,20230731
348,大政素食國際有限公司,99696275,新北市樹林區東興街六巷一六、一八號一、二樓,28025777,291269.53,2763499.7799999998,121.4087800307,24.9788739709,20230731
349,味仙餐飲有限公司,99696450,新北市泰山區德安街一九號,12897044,292266.8,2769330.9199999999,121.4188363967,25.0314908581,20230731
350,財欣食品有限公司,99696537,新北市汐止區大同路一段三０二巷二０號一樓及夾層,28335597,314200.8,2772260.9199999999,121.6363157222,25.0571707593,20230731
351,驊珍食品有限公司,99696584,新北市三重區重新路一段九九號,36160796,300521.79,2772892.7599999998,121.5007662379,25.063394071,20230731
352,嘉展食品廠有限公司,99696665,新北市新店區寶橋路二三五巷六弄一號一樓,28649892,305748.25,2763730.96,121.5521983741,24.9804982023,20230731
353,安堡食品有限公司,99696714,新北市土城區中央路二段三九四巷八號一樓,27491373,294253.79,2762708.9199999999,121.4383135638,24.9716498409,20230731
354,新台統食品有限公司,99696727,新北市三芝區大片頭八三之一八號一樓,28106243,296350.67,2793134.0499999998,121.460108489,25.2462641319,20230731
355,三商烘焙食品股份有限公司深坑廠,99696725,新北市深坑區北深路三段二七０巷一六號之三,28454657,310475.53,2766572.2000000002,121.5991454915,25.0059675013,20230731
356,元健觀音亭素食批發行,99696807,新北市樹林區中正路二三四巷一六號一樓,99295126,292258.85,2766673.2400000002,121.4186762159,25.007497175,20230731
357,泓霖食品工業有限公司,99696827,新北市土城區承天路71巷4弄21號,27670452,294587.57,2761772.4399999999,121.4415892278,24.9631853734,20230731
358,旭揚食品工業股份有限公司,99696852,新北市中和區建一路九三巷一號五樓,28664350,299301.79,2766116.8799999999,121.4884318506,25.002261573,20230731
359,美堤食品有限公司,99696871,新北市汐止區康寧街一六三號一、二、三樓,97313611,312797.96,2773340.52,121.6224615868,25.0669761003,20230731
360,福商勝蛋品有限公司,99696888,新北市新莊區後港一路二０二號一樓,16255719,293723.4,2768980.8799999999,121.4332588568,25.028289261,20230731
361,巧味多企業有限公司,99696904,新北市中和區立德街一０七號六樓,89787523,299034.65,2766822.3599999999,121.4858103941,25.008639395,20230731
362,集好佳興業有限公司（新店廠）,99696900,新北市新店區寶橋路二三五巷一三號一樓,16688791,305633.42,2763766.1499999999,121.5510624234,24.9808201077,20230731
363,青商有限公司樹林廠,99696938,新北市樹林區忠信街三號一樓,27981744,291281.26,2767516.5099999998,121.4090162254,25.0151372942,20230731
364,雪之戀食品有限公司,99696937,新北市土城區國際路五五號三樓,54836055,297121.12,2763420.8599999999,121.4667366233,24.97799106,20230731
365,竑品食品股份有限公司,99696962,新北市三重區光復路一段八三巷九號一０樓,28199468,297746.91,2771413.8599999999,121.4732114139,25.0501327068,20230731
366,康禾興業股份有限公司,99697021,新北市中和區中山路三段一一０號四樓之四,80078943,298119.72,2766577.4100000001,121.4767374626,25.0064572812,20230731
367,寶艦企業有限公司,99697029,新北市汐止區康寧街一六九巷二七之一號五樓之一、五樓之二,23237317,312816.04,2773539.8199999998,121.6226498887,25.0687745755,20230731
368,蜂蜜蜜蜂咖啡豆有限公司鶯歌廠,99697063,新北市鶯歌區二甲路二０之三號一樓,30873797,284424.52,2758874.54,121.3408652962,24.9372868225,20230731
369,科捷生物科技股份有限公司汐止廠,99697072,新北市汐止區康寧街153號6樓,28002660,312788.98,2773430.6200000001,121.6223767479,25.0677898631,20230731
370,香華天股份有限公司興仁廠,99697101,新北市淡水區頂田寮路145號3樓,80189440,296554.86,2789826.6699999999,121.4620225214,25.2163993842,20230731
371,台灣景兆豐股份有限公司汐止廠,99697102,新北市汐止區大安街五六巷二四號一、二、三樓,16759248,318443.51,2774091.9399999999,121.6784554677,25.0735145446,20230731
372,元本食品行,99697109,新北市樹林區光明街一０號一樓,95892516,291494.08,2764640.9100000001,121.4110384533,24.9891701621,20230731
373,中原食品工業開發股份有限公司三峽二廠,99697200,新北市三峽區正義街一八號一樓,22640634,287294.8,2756848.3799999999,121.3692313779,24.9189263176,20230731
374,海津企業股份有限公司,99697230,新北市汐止區大同路一段三三七巷一六弄三九號,20906849,314258.07,2772722.3900000001,121.6369048325,25.0613344034,20230731
375,苦行生化科技有限公司員山廠,99697236,新北市中和區員山路五０六號三樓,80072151,298388.53,2766818.71,121.4794090947,25.008627191,20230731
376,韓松貿易有限公司,99697310,新北市五股區五權八路三九號一樓,80189510,295286.65,2773528.7200000002,121.4488983478,25.0693013957,20230731
377,睿森生物科技有限公司,99718018,新北市三重區重新路五段639之1、639之2、639之3號5樓,80553427,297101.88,2770666.73,121.4667933065,25.0434078484,20230731
378,明宜食品有限公司,99718022,新北市樹林區俊英街一一六巷九號,12725824,293180.2,2766497.1899999999,121.4277986702,25.0058818259,20230731
379,歐立食品股份有限公司三重廠,99718036,新北市三重區光復路二段一六號一樓,9499839,297617.51,2771838.02,121.4719437289,25.0539660899,20230731
380,京工興業有限公司,99718035,新北市中和區新民街九四巷一二號一樓,70738122,298585.36,2766831.3900000001,121.4813594957,25.0087353755,20230731
381,鄭家香食品有限公司,99718091,新北市中和區立德街九八巷六四號一樓,27402724,299273.3,2766814.4300000002,121.4881745103,25.0085599937,20230731
382,成長事業有限公司,99718126,新北市五股區工商路六０號一樓,28908187,294291.27,2775195.5899999999,121.4390857195,25.0843794492,20230731
383,逢興生物科技股份有限公司中和廠,99718182,新北市中和區立德街一四八巷二六號四樓,12954810,299142.86,2766857.8199999998,121.486883765,25.008955973,20230731
384,惟朵食品有限公司,99718261,新北市汐止區大同路一段三０二巷一八號一樓,28912485,314188.87,2772275.4700000002,121.636198193,25.0573026322,20230731
385,上果食品有限公司,99718301,新北市中和區建康路一七四號五樓,80137252,299514.78,2765845.7599999998,121.490532135,24.9998069162,20230731
386,紅飛股份有限公司,99718348,新北市新店區中正路四維巷二弄六號四樓,16491277,303949.77,2764213.9100000001,121.5344034616,24.9849232299,20230731
387,美食達人股份有限公司新莊廠,99718372,新北市新莊區五權三路12巷3號1樓及3樓,27617149,295698.84,2772835.2599999998,121.4529610878,25.0630284697,20230731
388,舒麥爾食品有限公司中和廠,99718390,新北市中和區中板路18巷1弄19號1、2樓,23832688,298786.73,2767250.5299999998,121.4833693488,25.0125129035,20230731
389,伂橙股份有限公司,99718415,新北市五股區五權六路26號(3、4、5樓),86017536,295527.15,2773139.8599999999,121.4512693988,25.0657835549,20230731
390,得記食品有限公司新店廠,99718422,新北市新店區中正路四維巷二弄一號四樓,4605797,303925.95,2764249.3599999999,121.5341689751,24.9852441601,20230731
391,大登食品有限公司新店廠,99718452,新北市新店區寶橋路二三五巷六弄五號一樓,22718772,305719.68,2763764.2999999998,121.5519166863,24.9808002216,20230731
392,麗米檢驗科技有限公司中和廠,99718474,新北市中和區建康路一五六號一樓,28577877,299495.02,2765867.5800000001,121.4903372192,25.000004622,20230731
393,育啟食品有限公司土城廠,99718487,新北市土城區中華路一段五六巷二五號一樓,28749442,294864.33,2764692.1000000001,121.4444248108,24.9895363972,20230731
394,核綠旺食品科技股份有限公司,99718501,新北市中和區連城路二二二巷六弄八號一樓,28370664,299574.43,2765628.0299999998,121.4911152989,24.9978393601,20230731
395,太允國際股份有限公司,99718570,新北市板橋區信義路一六三巷九號四樓,12889831,296399.04,2765035.6699999999,121.4596388349,24.9925920013,20230731
396,直欣食品有限公司五股廠,99718637,新北市五股區五權路一九號一樓,34426384,295297.9,2773160.6699999999,121.4489978353,25.0659783349,20230731
397,高格工業有限公司五股廠,99718731,新北市新莊區五權一路五號六樓之五,23898576,296199.43,2773185.1800000002,121.4579345081,25.066172262,20230731
398,雅傳企業有限公司,99718771,新北市樹林區東豐街四九之一號,86487500,291909.49,2763126.4399999999,121.4151074157,24.9754858867,20230731
399,祥榮生物科技有限公司,99718924,新北市土城區永豐路一九五巷二七弄三二號,29112052,297720.1,2763689.4199999999,121.4726786665,24.980396899,20230731
400,板田實業有限公司,99718901,新北市樹林區備內街五二之二號,80396757,291602.51,2764471.2000000002,121.4121073682,24.9876350548,20230731
401,豆穌朋食品股份有限公司,99718930,新北市新店區寶興路45巷6弄10號(1樓、2樓),13101895,305625.72,2763023.6800000002,121.5509562344,24.9741173519,20230731
402,羽恩有限公司新莊廠,99718956,新北市新莊區五權一路三號八樓之六,28856625,296144.93,2773120.75,121.4573921085,25.0655922866,20230731
403,正茂食品有限公司三重廠,99718967,新北市三重區自強路四段一０號一樓,70530994,299266.79,2774318.3399999999,121.4883782445,25.0763055281,20230731
404,盛源食品原料股份有限公司,99719061,新北市三峽區溪東路86號1樓,4674421,290665.8,2758538.8399999999,121.4026544448,24.9341018669,20230731
405,益合國際股份有限公司,99719155,新北市五股區五權路三九號地下一樓、一樓、二樓,80610671,295587.06,2773486.6299999999,121.4518746789,25.0689124265,20230731
406,統賀冷凍食品有限公司,99719175,新北市三重區中正北路五三０巷一八號一樓,84515538,297620.62,2773555.96,121.4720338843,25.0694755826,20230731
407,金龍億食品有限公司,99719183,新北市中和區建八路一三一號（一樓）,80650363,299456.25,2765719.5600000001,121.4899478225,24.9986695463,20230731
408,威翰麵包工廠,99719235,新北市汐止區福德一路四三五號,30352255,313186.29,2772503.9700000002,121.6262721982,25.0594077303,20230731
409,永兆豐股份有限公司三重廠,99719243,新北市三重區中正北路193巷21弄39號,27788810,298281.3,2773717.1400000001,121.4785882824,25.0709097752,20230731
410,欣洲食品有限公司,99719262,新北市三重區國道路1段67號1樓,80737489,298496.4,2773924.8399999999,121.4807277863,25.0727779715,20230731
411,唯一行食業股份有限公司五股廠,99719281,新北市五股區五權三路二四號三之五樓,35340321,295775.75,2773029.7400000002,121.4537298658,25.064781874,20230731
412,委鵬實業有限公司,99719282,新北市土城區慶祥街七七號一樓,89892264,293948.23,2762775.4199999999,121.435289302,24.9722591232,20230731
413,野村食品企業股份有限公司淡水廠,99719330,新北市淡水區下圭柔山七六之八號,84468726,294631.89,2788606.46,121.4428991163,25.2054419355,20230731
414,品元實業股份有限公司仁愛廠,99719324,新北市八里區仁愛路122號1樓,80657892,291338.24,2783454.6899999999,121.4100599609,25.1590263331,20230731
415,萬得富實業股份有限公司,99719389,新北市土城區亞洲路108巷12號,28863442,293797.12,2762824.8900000001,121.4337941951,24.9727100692,20230731
416,韋樺有限公司深坑廠,99719394,新北市深坑區北深路三段一五五巷一七號八樓,89455144,310797.23,2766186.27,121.6023155188,25.0024704921,20230731
417,遠冠股份有限公司中和廠,99719424,新北市中和區連城路２２２巷２弄２號１、２樓,70840941,299597.45,2765537.02,121.4913400635,24.9970169036,20230731
418,吳記蛋品有限公司,99719463,新北市三峽區隆恩街一六三號一、二樓,96964517,286605.14,2759478.2400000002,121.3624730729,24.9426862287,20230731
419,禾膳食號,99719470,新北市板橋區和平路24巷12號1樓,82091491,296486.62,2765176.4300000002,121.4605111046,24.9938601022,20230731
420,鴻皓國際有限公司八里廠,99719538,新北市八里區忠孝路170號2樓,79987918,292685.96,2783668.48,121.4234351982,25.1609187982,20230731
421,皇登企業有限公司,99719553,新北市汐止區大安街五二巷一三號,27875434,318442.92,2774049.5699999998,121.6784474734,25.0731320327,20230731
422,糖坊食品有限公司,99719589,新北市新店區中正路五０一之一二號五樓,12866990,303867.22,2764068.9100000001,121.53358013,24.9836171702,20230731
423,萬灃國際有限公司深坑廠,99719600,新北市深坑區北深路三段一五五巷七號八樓,23723598,310827,2766227.9199999999,121.6026122525,25.0028453451,20230731
424,貝克利有限公司,99719592,新北市五股區五工五路二四號一樓,80481254,295611.22,2773030,121.4520990987,25.064789196,20230731
425,台灣司麥爾食品股份有限公司,99719614,新北市五股區五工六路七六號,24422579,295266.06,2773605.8500000001,121.4486968158,25.0699984109,20230731
426,鮮到味有限公司,99719648,新北市三重區中興北街四二號一、二樓及四二巷九號,24386258,297325,2772684,121.469073706,25.0616128213,20230731
427,金吉王食品股份有限公司五股廠,99719663,新北市五股區五工六路五一號二樓,28194040,294997.46,2773249.0800000001,121.4460227524,25.0667854653,20230731
428,如頤有限公司,99719693,新北市中和區建八路一二三號一樓,25042908,299427.52,2765728.52,121.4896635291,24.99875139,20230731
429,明津食品有限公司,99719695,新北市三重區中興北街104巷19號1樓,42697888,297232.79,2771888.98,121.4681325168,25.0544382729,20230731
430,豐強食品有限公司,99719731,新北市樹林區俊英街一三二號二樓,80072146,293123.19,2766502.0899999999,121.4272339974,25.0059276915,20230731
431,紘一實業有限公司三重廠,99719749,新北市三重區光復路2段42巷15號1、2、3樓,86202244,297515.56,2771943.0800000001,121.4709369296,25.0549178196,20230731
432,紅象食品有限公司,99719760,新北市板橋區信義路一六三巷四號一樓,25053714,296358.03,2765040.5699999998,121.4592327716,24.9926374915,20230731
433,大亞新紀企業有限公司泰山廠,99719788,新北市泰山區明志路三段五一三號一０樓,12858226,292501.55,2769391.4700000002,121.4211644044,25.0320308986,20230731
434,陞邦食品技術開發有限公司,99719846,新北市汐止區中興路一八三巷四號四樓,28185154,313383.03,2773219.3599999999,121.6282550229,25.0658578561,20230731
435,麗多國際生技股份有限公司,99719868,新北市新店區中正路五０一之一一號三樓,70363187,303867.22,2764068.9100000001,121.53358013,24.9836171702,20230731
436,名佳香食品行,99719865,新北市土城區亞洲路一一巷一弄三一號一樓,30301860,294013.72,2762744.3199999998,121.4359369238,24.9719764498,20230731
437,尚頂好食品廠新店廠,99719882,新北市新店區寶興路四五巷八弄一六號一樓,49925248,305612.22,2763087.9700000002,121.5508251729,24.974698286,20230731
438,長合發商行,99719896,新北市三重區中興北街四二巷一八號（一、二樓）,30308408,297329.89,2771306.6299999999,121.4690748809,25.0491777896,20230731
439,新閎食品股份有限公司,99719934,新北市三峽區橫溪路九五號,89690801,290260.89,2758690.1899999999,121.3986495998,24.93547911,20230731
440,欣威西點麵包工廠,99719963,新北市三重區新北大道2段76號1、2樓,29275463,297465.42,2772690.8199999998,121.4704657515,25.0616699747,20230731
441,海樂國際有限公司五股廠,99725646,新北市五股區五權三路一五號,25066210,295621.11,2772906.1400000001,121.4521929369,25.0636706692,20230731
442,通記食品有限公司,99725682,新北市新莊區化成路五五四巷二號一、二樓,80732392,297080.15,2771821.5499999998,121.4666174491,25.053834284,20230731
443,阿多瑪生化科技有限公司一廠,99725700,新北市淡水區中正東路一段三巷三一號六樓,25102779,295555.92,2784196.5299999998,121.4519214877,25.1656018802,20230731
444,廣晟食品股份有限公司,99725734,新北市泰山區泰林路二段306巷7號1、2、3樓,25014874,293474.5,2772867.8799999999,121.4309151931,25.0633885832,20230731
445,尚鱻食品有限公司,99725754,新北市三重區中興北街二四七巷一六號一樓,29147284,297407.39,2772433.0800000001,121.4698816639,25.0593449483,20230731
446,府城事業有限公司,99725771,新北市樹林區三俊街八一巷二一、二三號一、二樓,80042214,291952.78,2767662.7799999998,121.4156739834,25.0164394254,20230731
447,三協成食品有限公司,99725792,新北市淡水區奎柔山路256號1、2樓,24251580,295991.8,2788571.5699999998,121.4563924957,25.2050858915,20230731
448,藍海國際餐飲股份有限公司五股廠,99725833,新北市五股區五工六路24號（1、2、3、4樓）,27730677,295318.86,2772870.9399999999,121.4491960398,25.0633620351,20230731
449,兩班家有限公司汐止廠,99725954,新北市汐止區福德一路三九二巷二二弄二八、三０號一、二樓,27332404,313369.91,2772748.96,121.6281032991,25.0616117874,20230731
450,甲品香食品有限公司,99725955,新北市樹林區鎮前街二六九巷二一號一樓,29142035,292380.31,2764200.2400000002,121.4198036542,24.9851671948,20230731
451,四季齋食品有限公司樹林廠,99725982,新北市樹林區中山路二段一五一巷一四弄二三號,16334453,291088.89,2763283.4900000002,121.406984314,24.9769261607,20230731
452,簪香食品有限公司,99726030,新北市新店區寶橋路二三五巷六弄三號二樓,97092413,305740.31,2763740.4900000002,121.5521201383,24.9805844855,20230731
453,青海生物科技股份有限公司,99726048,新北市新莊區五權一路五號之七(一樓),29155158,296199.43,2773185.1800000002,121.4579345081,25.066172262,20230731
454,施百得利食品有限公司,99726103,新北市樹林區大安路五四八號九樓,29139432,291717.33,2764216.4100000001,121.4132370911,24.9853315735,20230731
455,維昌食品有限公司土城廠,99726115,新北市土城區永豐路一九五巷二七弄一六號三樓,28881271,297782.6,2763661.5299999998,121.4732968227,24.9801431561,20230731
456,銀杏生物科技有限公司中和廠,99726129,新北市中和區建一路三號四樓,86729492,299277.98,2766304.4700000002,121.4882026404,25.0039559165,20230731
457,元宜州食品有限公司,99726128,新北市三重區光華路五二號一樓,29176941,297196.66,2772475.3599999999,121.4677945044,25.0597331994,20230731
458,小潘蛋糕坊,1000070,新北市板橋區信義路163巷4號9樓,26131858,296358.03,2765040.5699999998,121.4592327716,24.9926374915,20230731
459,大新食品有限公司,1000112,新北市土城區中山路51號,53180430,293191.84,2762053.23,121.4277751439,24.9657607495,20230731
460,松村實業有限公司,1000129,新北市新莊區民安路420巷1號之8,80406137,293584.4,2768301.2400000002,121.4318600509,25.0221574215,20230731
461,滿盈食品有限公司五股廠,1000181,新北市五股區五工二路106巷7號1樓,53092561,296219.16,2773492.4900000002,121.4581403297,25.0689461336,20230731
462,威斯登食品有限公司,1000202,新北市新莊區新樹路501號之1(1、3、4樓),29171740,293682.75,2767126.2000000002,121.4327973891,25.0115462236,20230731
463,金軒揚食品有限公司,1000203,新北市中和區錦和路30號(1、2樓),12716851,299141.56,2766014.0299999998,121.4868408203,25.001338245,20230731
464,承恩食品企業股份有限公司,1000231,新北市中和區橋安街1號2樓,80587411,299728.92,2766212.98,121.4926667863,25.0031151883,20230731
465,耕耘川有限公司,1000235,新北市新莊區化成路314巷26號1樓,27442113,297134.55,2771245.0499999998,121.467136885,25.0486279065,20230731
466,小南門食品有限公司,1000260,新北市中和區中山路2段340巷35號1、2、3樓,28544068,299787.13,2766268.7999999998,121.4932454543,25.0036172849,20230731
467,盛蒼企業有限公司,65000016,新北市中和區中山路3段120之10號9樓,70450859,298014.55,2766532.29,121.4756940145,25.0060532505,20230731
468,仲輝食品有限公司,65000019,新北市三重區中正北路315巷6弄35號,53192956,298012.39,2773840.48,121.4759271605,25.0720318094,20230731
469,晶盈食品有限公司,65000020,新北市汐止區福德一路381巷10號1樓,80286371,313387.37,2772616.5299999998,121.6282702698,25.0604154854,20230731
470,弘泉食品行,65000026,新北市三重區重新路2段36巷14號1樓,26511338,300414.86,2772785.9500000002,121.4997025047,25.0624333026,20230731
471,新山食品股份有限公司,65000828,新北市汐止區福德一路430巷27號5樓,53199971,313054.69,2772585.5699999998,121.6249716207,25.0601498721,20230731
472,建鹽企業有限公司,65000059,新北市八里區博物館路199號3樓,16168406,290877.69,2783141.2799999998,121.4054821866,25.1562094795,20230731
473,王記府城肉粽有限公司汐止廠,65000174,新北市汐止區大同路3段369巷36號1樓,53111005,318223.44,2774127.9399999999,121.6762758651,25.0738494357,20230731
474,逢興生物科技股份有限公司二廠,65000225,新北市中和區立德街148巷58號4樓,12954810,299074.86,2766895.1200000001,121.4862114177,25.0092949808,20230731
475,美力香食品股份有限公司,65000261,新北市土城區復興街5號1樓、2樓,53210379,293060.69,2762295,121.4264837892,24.9679472613,20230731
476,新力香食品有限公司二廠,65000283,新北市三峽區介壽路一段318巷17號1樓,16186501,288495.3,2758003.5,121.3811486144,24.9293251684,20230731
477,唯意食品企業有限公司,65000299,新北市三芝區古庄里四棧橋53之10號1樓,53186820,298772.29,2795261.3599999999,121.4842226281,25.265392031,20230731
478,清香號沙茶食品有限公司,65000316,新北市新莊區福營路97巷13號1樓,25123731,293890.61,2769381.5899999999,121.4349285491,25.0319020434,20230731
479,台光食品行,65000320,新北市三重區仁華街78號1樓及1樓夾層,99417227,298895.39,2775062.8799999999,121.4847231342,25.0830392679,20230731
480,風華食品有限公司,65000337,新北市新莊區新樹路69之96號1樓,28561164,294186.71,2768921.0099999998,121.4378478578,25.0277352771,20230731
481,甘泉生物科技有限公司,65000405,新北市新店區中正路560巷2號3、4樓,24206501,303914.31,2764462.3500000001,121.5340619668,24.9871674488,20230731
482,燕莊實業有限公司,65000435,新北市中和區員山路504號4樓之5,28488050,298403.35,2766759.9700000002,121.4795538279,25.0080964333,20230731
483,宏遠國際餐飲股份有限公司五股二廠,65000436,新北市五股區五權路54號,25094980,295813.84,2773504.9900000002,121.4541232308,25.0690712476,20230731
484,三義食品工廠,65000480,新北市樹林區三俊街199巷12弄7號1、2樓,19516695,292454.99,2767663.0800000001,121.420649826,25.0164281406,20230731
485,薩摩亞商客來喜餐飲股份有限公司台灣分公司,65000483,新北市新店區復興路45號4樓、5樓、6樓,28427006,304186.82,2764432.6299999999,121.5367601094,24.9868894377,20230731
486,王德興茶業股份有限公司,65000496,新北市中和區橋和路56號6樓,80288981,299401.1,2766429.1400000001,121.4894268946,25.0050774507,20230731
487,卡羅國際企業股份有限公司,65000530,新北市汐止區康寧街157、159、161號7樓,14015243,312781.48,2773360.8799999999,121.6222991698,25.067160608,20230731
488,吉翔食品有限公司,65000585,新北市中和區員山路506巷17號1、2樓,28131382,298498.87,2766870.04,121.4805039751,25.0090870662,20230731
489,雅傳企業有限公司樹林廠,65000606,新北市樹林區太平路8號1樓,86487500,292239.32,2764154.3199999998,121.4184057006,24.9847566048,20230731
490,醇味食品有限公司,65000608,新北市瑞芳區大寮路114之1號,53226175,328716.74,2776865.6899999999,121.7804420111,25.0980540418,20230731
